file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,conjugate_acid,conjugate_base,predicted_rf (pKa),exp_pKa (pKa)
59,0.02435,0.014399,-0.46781304,10.44,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-301.36,1.2,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[N@H+]2C,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,9.08,8.7
60,0.07511,0.012074,-0.47318575,13.87,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-4.31,-2.83,OB(O)O,[O-]B(O)O,10.49,9.234
63,-0.00052,0.012483,-0.4545641,5.36,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.98,48.4,-2.83,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.81,5.03
64,-0.00019,0.012999,-0.45191488,3.47,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.97,-122.21,-2.83,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]21C,C[C@H](CCC(=O)[O-])[C@@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@]21C,4.19,5.04
70,-0.00759,0.012558,-0.4708475,12.89,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.1429,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,-38.78,1.74,CNC(=[NH2+])NC(=N)Nc1ccc(Cl)cc1,CNC(=N)NC(=N)Nc1ccc(Cl)cc1,9.52,10.95
71,-0.0073,0.01306,-0.4705612,12.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.1429,0,0,0,0,0,0,0,0,0,0.1111,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,114.47,1.74,CCNC(=[NH2+])NC(=N)Nc1ccc(Cl)cc1,CCNC(=N)NC(=N)Nc1ccc(Cl)cc1,9.81,11.01
72,-0.00751,0.012084,-0.46993387,13.33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.1429,0,0,0,0,0,0,0,0,0,0.1111,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,271.32,1.74,CCCNC(=[NH2+])NC(=N)Nc1ccc(Cl)cc1,CCCNC(=N)NC(=N)Nc1ccc(Cl)cc1,9.49,11.02
73,-0.00416,0.012354,-0.47020024,12.89,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.1429,0,0,0,0,0,0,0,0,0,0.1111,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,-5.57,1.74,CCCCNC(=[NH2+])NC(=N)Nc1ccc(Cl)cc1,CCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1,9.52,10.83
80,-0.01796,0.015609,-0.45258355,1.95,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0.3333,0.1111,0,0,0,0,0.1667,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1429,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-155.36,1.2,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)[N@H+](C)C1,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,6.88,7.72
81,0.02158,0.012527,-0.4623846,8.49,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0.3333,0.5,0,0,0,0.25,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.98,-23.81,-2.83,Oc1c(I)cc(Cl)c2cccnc12,[O-]c1c(I)cc(Cl)c2cccnc12,8.01,8.16
83,0.06848,0.014526,-0.4648356,9.39,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.25,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-7.34,1.2,C[N@H+]1CCC[C@H](C(=O)O)C1,CN1CCC[C@H](C(=O)O)C1,8.69,9.7
84,0.06808,0.014551,-0.46545193,9.77,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-67.62,1.2,COC(=O)[C@H]1CCC[N@H+](C)C1,COC(=O)[C@H]1CCCN(C)C1,8.83,8.39
86,-0.00533,0.014732,-0.4649146,9.03,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1667,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-0.58,1.2,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)[N@@H+](C)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)N(C)CC[C@@]341,8.54,8.22
87,-0.00301,0.014261,-0.46640274,9.96,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1667,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-7.87,4.58,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)[NH2+]CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)NCC[C@@]341,8.80,9.23
88,-0.00555,0.014842,-0.45996684,6.71,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1667,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,-11.93,1.2,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)[N@@H+](CCC#N)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@@H](C2)N(CCC#N)CC[C@@]341,8.10,5.68
89,0.04133,0.012409,-0.44726297,2.01,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.1667,0,0.5,0.2,0,0,0,0,0.1667,0,0,0,0,0.2,0,0,0.98,18.98,-2.83,CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,3.11,3.6
90,0.0325,0.012641,-0.44665977,1.64,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.1667,0,0.5,0.2,0,0,0,0,0.1667,0,0,0,0,0.2,0,0,0.98,10.83,-2.83,CCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,3.46,3.56
91,0.03076,0.0126,-0.44746554,1.12,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.1667,0,0.5,0.2,0,0,0,0,0.1667,0,0,0,0,0.2,0,0,0.98,22.17,-2.83,CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,3.59,3.6
92,0.02385,0.01284,-0.4469547,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.1667,0,0.5,0.2,0,0,0,0,0.1667,0,0,0,0,0.2,0,0,0.98,2.37,-2.83,CCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,CCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,3.57,3.65
94,0.00502,0.012432,-0.45149997,4.44,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,3.41,-2.83,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,4.28,3.99
95,-0.00086,0.015006,-0.46721226,9.88,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1667,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,8.19,1.2,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)[N@@H+](C)CC[C@@]341,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,8.85,8.75
96,-0.00069,0.01477,-0.4670607,10.09,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.1667,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,5.04,1.2,C[N@H+]1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@H]3[C@H]1C5,8.99,9.35
97,0.03684,0.012945,-0.47173184,13.05,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.97,-5.99,-2.83,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CC[C@H]2O,C[C@]12CC[C@H]3C(=CCc4cc([O-])ccc43)[C@@H]1CC[C@H]2O,10.18,10.29
98,0.03812,0.012855,-0.47169167,13.16,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.97,-1.66,-2.83,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3C(=CCc4cc([O-])ccc43)[C@@H]1CC[C@@H]2O,10.20,9.77
99,-0.00067,0.014454,-0.46571904,8.26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.0556,0.3333,0,0,0,0,0,0,0,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0.1,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-89.34,1.62,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)OCC[NH3+])OC(=O)CCCCCCC/C=C/CCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)OCCN)OC(=O)CCCCCCC/C=C/CCCCCCCC,8.83,7.55
102,0.01193,0.012548,-0.45526123,5.46,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,0.25,0.1667,0,0,0,0,0,0,0,0.1,0,0,0.1111,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0833,0,0,0.3333,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.1111,0,0.1429,0,0,0,0,0.25,0,0,0.2,0,0,0.2,0.25,0,0,0,0,0,0,0,0,0.99,-63.91,-2.83,CCOC(=O)c1cnc2oc(/C=N/N3C[C@@H](CN4CCOCC4)OC3=O)cc2c1O,CCOC(=O)c1cnc2oc(/C=N/N3C[C@@H](CN4CCOCC4)OC3=O)cc2c1[O-],7.40,5.24
106,0.04032,0.012877,-0.47214457,13.41,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.97,-7.84,-2.83,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,10.33,10.71
107,0.04434,0.012868,-0.47198048,13.37,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.97,-6.5,-2.83,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CCC2=O,10.55,10.34
108,0.04184,0.012633,-0.47205776,13.86,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.1,0,0,0,0.97,-3.77,-2.83,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,10.31,10.4
109,0.00393,0.011985,-0.46060574,7.98,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.1667,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.1667,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.2,0,0.25,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.99,-2.83,C[C@@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@@H]1CCc2cc(F)cc3c(=O)c(C(=O)[O-])cn1c23,6.68,6.38
112,0.03306,0.012491,-0.45223674,4.38,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0.1429,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,10.15,-2.83,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,4.22,3.62
114,0.06783,0.015075,-0.46967635,11.15,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,0.93,1.2,C[C@H]1CC[N@@H+]2CCC[C@@H]12,C[C@H]1CCN2CCC[C@@H]12,10.25,11.4
115,0.02228,0.014403,-0.4690692,11.18,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-1.48,1.2,CC1=CC[N@H+]2CCC[C@@H]12,CC1=CCN2CCC[C@@H]12,9.28,10.55
122,0.00343,0.012481,-0.4512068,3.76,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.98,-118.98,-2.83,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,CC(C)Cc1ccc([C@@H](C)C(=O)[O-])cc1,4.17,4.44
124,0.01841,0.012703,-0.44771892,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,-1.96,-2.83,C[C@@H](O)C(=O)O,C[C@@H](O)C(=O)[O-],3.58,3.861
132,0.01745,0.014614,-0.468826,10.68,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,5.59,4.58,C[NH2+][C@@H](C)Cc1ccccc1,CN[C@@H](C)Cc1ccccc1,9.92,9.99
133,0.00474,0.014715,-0.469209,10.71,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-5.03,4.58,C[NH2+][C@@H](C)Cc1ccc(O)cc1,CN[C@@H](C)Cc1ccc(O)cc1,9.72,9.62
135,-0.00155,0.014274,-0.4683706,10.69,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,1.03,4.69,1.62,COc1ccc(OC)c([C@H](O)[C@H](C)[NH3+])c1,COc1ccc(OC)c([C@H](O)[C@H](C)N)c1,9.72,9.32
136,0.00225,0.014987,-0.46923125,10.55,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-17.54,4.58,C[NH2+][C@@H](C)Cc1ccccc1OC,CN[C@@H](C)Cc1ccccc1OC,9.59,10.45
